store,price,friendly name,city,state,zip,address,Unnamed: 6
634,47.8,Bloomington,Bloomington,IN,47404,350 North Gates Dr,
2384,59.75,Framingham,Framingham,MA,1701,350 Cochituate Rd,
1050,95.6,San Clemente,San Clemente,CA,92673,907 Avenida Pico,
779,95.6,Howell,Howell,MI,48843,1100 South Latson Rd,
478,95.6,Mount Airy,Mount Airy,NC,27030,692 South Andy Griffith Parkway, Ste. 100
2533,95.6,Bismarck,Bismarck,ND,58503,1401 Century Ave West,
695,143.4,FT. Gratiot,Fort Gratiot,MI,48059,4200 24th Ave,
311,143.4,Greenwood Village,Greenwood Village,CO,80111,9100 East Peakview Ave,
2733,152.96,Port Orchard,Port Orchard,WA,98366,150 Sedgwick Rd,
2313,191.2,W. St. Paul,West St. Paul,MN,55118,1795 Robert St,
2336,209.6,Iwilei - Honolulu,Honolulu,HI,96817,411 Pacific St,
2961,239.0,Kyle,Kyle,TX,78640,5753 Kyle Pkwy,
2948,239.0,N.W. Charleston,Summerville,SC,29485,9600 Dorchester Rd,
2956,239.0,Moses Lake,Moses Lake,WA,98837,1400 East Yonezawa Blvd,
2955,239.0,N.E. Anchorage,Anchorage,AK,99504,1200 North Muldoon,
2965,239.0,Pineville,Pineville,LA,71360,3200 Monroe Highway,
2954,239.0,Lacamas Lake,Vancouver,WA,98683,18801 SE Mill Plain Blvd,
2962,239.0,Odessa,Odessa,TX,79762,4101 East 42nd St, Ste P
2945,239.0,Shepherdsville,Shepherdsville,KY,40165,800 Conestoga Pkwy,
1001,239.0,Victorville,Victorville,CA,92392,14333 Bear Valley Rd,
2943,239.0,East Kansas City,Kansas City,MO,64133,4201 Sterling Ave,
2942,239.0,Elkhart,Elkhart,IN,46514,110 County Rd 6 W,
2939,239.0,Salem,Salem,VA,24153,840 West Main St,
2938,239.0,Lisbon,Lisbon,CT,6351,155 River Rd,
2933,239.0,Sw Sarasota,Sarasota,FL,34238,4020 Central Sarasota Pkwy,
2930,239.0,Tiffin,Tiffin,OH,44883,1025 West Market St,
2929,239.0,Murphy,Murphy,TX,75094,111 East Fm 544,
2928,239.0,Far East El Paso,El Paso,TX,79938,12100 Montana Ave,
2927,239.0,Greenport,Hudson,NY,12534,490 Fairview Ave,
2944,239.0,Marysville,Marysville,OH,43040,15775 U.S. 36E,
2940,239.0,W. Eugene,Eugene,OR,97402,3595 West 11th Ave,
2967,239.0,S.E. Lexington County,Lexington,SC,29073,5570 Platt Springs Rd,
2968,239.0,Carrollton,Carrollton,GA,30117,1665 Highway 27 South,
3032,239.0,College Station,College Station,TX,77845,4451 Highway 6 South,
3027,239.0,Missouri City,Missouri City,TX,77459,3807 Fm 1092,
3026,239.0,N. Richland County,Columbia,SC,29229,1051 Sams Crossing Dr,
3022,239.0,Tarboro,Tarboro,NC,27886,111 River Oaks Dr,
3015,239.0,Abbeville,Abbeville,LA,70510,2700 Charity St,
3006,239.0,Hartselle,Hartselle,AL,35640,1807 Highway 31 NW,
3003,239.0,S. Clarksville,Clarksville,TN,37043,1622 Madison St,
3002,239.0,Marble Falls,Marble Falls,TX,78654,3200 Highway 281,
3000,239.0,Tempe,Tempe,AZ,85283,777 East Baseline Rd,
2996,239.0,Mayodan,Mayodan,NC,27027,6844 NC Highway 135,
2921,239.0,Riverhead - South,Riverhead,NY,11901,1461 Old Country Rd,
2995,239.0,Towson,Parkville,MD,21234,1400 Taylor Ave,
2991,239.0,Hannibal,Hannibal,MO,63401,3651 Stardust Dr,
2984,239.0,Alachua,Alachua,FL,32615,15910 NW 144 Terrace,
2982,239.0,N.E. New Hanover County,Wilmington,NC,28411,191 Porters Neck Rd,
2981,239.0,S.W. Concord,Concord,NC,28027,8670 Concord Mills Blvd,
2980,239.0,Weslaco,Weslaco,TX,78596,1015 East Expy 83,
2978,239.0,Wapakoneta,Wapakoneta,OH,45895,1340 Bellefontaine St,
2975,239.0,Marrero,Marrero,LA,70072,4950 Promenade Blvd,
2974,239.0,Abingdon,Abingdon,VA,24211,24500 Falcon Place Blvd,
2970,239.0,Middleburg,Middleburg,FL,32068,1700 Blanding Blvd,
2969,239.0,Loganville,Loganville,GA,30052,4022 Atlanta Highway,
2993,239.0,Jonesborough,Jonesborough,TN,37659,1498 E. Jackson Blvd,
2920,239.0,N. York County,Clover,SC,29710,5288 Highway 557,
2910,239.0,Southington,Southington,CT,6489,500 Executive Blvd,
3033,239.0,Petal,Petal,MS,39465,40 Tyner Rd,
2851,239.0,N. Nashville,Nashville,TN,37207,3460 Dickerson Pike,
2849,239.0,Neosho,Neosho,MO,64850,1490 Clemon Dr,
2848,239.0,North East,North East,MD,21901,425 Mauldin Ave,
2847,239.0,Paragould,Paragould,AR,72450,212 North 23rd St,
2845,239.0,Clinton,Clinton,UT,84015,1986 North 2000 West,
2844,239.0,Centennial Hills,Las Vegas,NV,89143,7751 N El Capitan Way,
2840,239.0,Bastrop,Bastrop,TX,78602,719 Highway 71 West,
2838,239.0,Canton,Canton,GA,30114,2044 Cumming Highway,
2837,239.0,E. Greenville,Greenville,NC,27858,3840 East 10th St,
2834,239.0,Vernal,Vernal,UT,84078,2105 West Highway 40,
2833,239.0,Showlow,Show Low,AZ,85901,5800 South White Mountain Rd,
2828,239.0,Ruckersville,Ruckersville,VA,22968,385 Stoneridge Dr North,
2826,239.0,N. Frederick,Frederick,MD,21701,7850 Wormans Mill Rd,
2825,239.0,Mckinney,Mckinney,TX,75070,2055 N. Central Expy,
2824,239.0,Schertz,Schertz,TX,78154,17280 IH 35 N,
2823,239.0,La Follette,La Follette,TN,37766,2444 Jacksboro Pike,
2822,239.0,W. Spring,Spring,TX,77379,20902 Kuykendahl Rd,
2821,239.0,League City,League City,TX,77573,1655 W. Fm 646,
2820,239.0,N. Peoria,Peoria,AZ,85383,25311 N. Lake Pleasant Pkwy,
2819,239.0,Exeter Township,Reading,PA,19606,4535 Perkiomen Ave,
2813,239.0,Rincon,Rincon,GA,31326,5150 Highway 21 South,
2812,239.0,New Braunfels,New Braunfels,TX,78130,1455 IH 35 South,
2810,239.0,Farmville,Farmville,VA,23901,2644 Farmville Rd,
2852,239.0,Reynoldsburg,Reynoldsburg,OH,43068,8231 East Broad St,
2918,239.0,Prince George,Prince George,VA,23875,2085 Waterside Dr,
2853,239.0,S. Lebanon,South Lebanon,OH,45065,575 Corwin Nixon Blvd,
2856,239.0,Highland,Highland,CA,92346,27847 Greenspot Rd,
2908,239.0,Suwanee,Suwanee,GA,30024,3260 Lawrenceville Suwanee Rd,
2907,239.0,Indian Trail,Indian Trail,NC,28079,5711 W. Highway 74,
2905,239.0,W. Fayetteville,Fayetteville,NC,28304,7771 Good Middling Dr,
2904,239.0,Kendall,Miami,FL,33186,9191 SW 137th Ave,
2903,239.0,Mustang,Mustang,OK,73064,1000 East State Highway 152,
2898,239.0,Alamo Ranch - San Antonio,San Antonio,TX,78253,5303 W Loop 1604 N,
2895,239.0,Bonney Lake,Bonney Lake,WA,98391,19911 South Prairie Rd East,
2894,239.0,Hamburg,Hamburg,PA,19526,20 Wilderness Trail,
2893,239.0,Mansfield,Mansfield,PA,16933,2165 South Main St,
2886,239.0,Defuniak Springs,Defuniak Springs,FL,32435,135 Business Park Rd,
2885,239.0,Wetumpka,Wetumpka,AL,36092,4501 U.S. Highway 231,
2884,239.0,N. Dothan,Dothan,AL,36303,4801 Montgomery Highway,
2879,239.0,Rio Rancho,Rio Rancho,NM,87124,3805 Northern Blvd NE,
2878,239.0,S. Mckinney,Mckinney,TX,75070,8550 S.H. 121,
2870,239.0,S. Stafford,Fredericksburg,VA,22406,299 Banks Ford Pkwy,
2869,239.0,Whiteville,Whiteville,NC,28472,100 Green Hill Dr,
2868,239.0,Marquette,Marquette,MI,49855,3500 U.S. 41 West,
2867,239.0,Lorain,Lorain,OH,44053,7500 Oak Point Rd,
2866,239.0,Dayton,Dayton,TN,37321,3535 Rhea County Highway,
2865,239.0,Redmond,Redmond,OR,97756,1313 SW Canal Blvd,
2863,239.0,North Providence,North Providence,RI,2904,1703 Mineral Springs Ave,
2862,239.0,Zion Crossroads,Gordonsville,VA,22942,165 Camp Creek Pkwy,
2858,239.0,Ogden,Ogden,UT,84404,344 N. Washington Blvd,
2854,239.0,N. Edmond,Edmond,OK,73003,2401 North Kelly Ave,
3034,239.0,Sparks,Sparks,NV,89434,1355 Scheels Dr,
3048,239.0,Los Lunas,Los Lunas,NM,87031,1600 Main St NW,
3041,239.0,New Albany,New Albany,MS,38652,500 Park Plaza Dr,
107,239.0,Davenport,Davenport,IA,52807,3955 Elmore Ave,
104,239.0,Moline,Moline,IL,61265,3820 44th Ave Dr,
103,239.0,Bryan,Bryan,TX,77802,3225 Freedom Blvd,
102,239.0,Aurora,Aurora,CO,80012,1701 South Havana St,
98,239.0,Katy,Houston,TX,77094,19935 Katy Freeway,
97,239.0,Baytown,Baytown,TX,77521,5002 Garth Rd,
95,239.0,Beaumont,Beaumont,TX,77706,4120 Dowlen Rd,
92,239.0,Galesburg,Galesburg,IL,61401,531 West Carl Sandburg Dr,
91,239.0,Corinth,Corinth,MS,38834,1800 South Pkwy,
90,239.0,San Angelo,San Angelo,TX,76904,5301 Sherwood Way,
110,239.0,St. Clairsville,Saint Clairsville,OH,43950,50421 Valley Plaza Dr,
89,239.0,Beavercreek,Fairborn,OH,45324,2850-I Centre Dr,
86,239.0,Virginia Beach,Virginia Beach,VA,23452,3565 Holland Rd,
82,239.0,Lufkin,Lufkin,TX,75901,3501 South Medford,
80,239.0,Champaign,Champaign,IL,61822,1904 North Prospect Ave,
77,239.0,Sandusky,Sandusky,OH,44870,5500 Milan Rd - Space 304,
75,239.0,Wichita Falls,Wichita Falls,TX,76308,3301 Kell Blvd,
72,239.0,Ponca City,Ponca City,OK,74601,3500 North 14th St,
71,239.0,Goshen,Goshen,IN,46526,2219 Rieth Blvd,
69,239.0,Battle Creek,Battle Creek,MI,49014,6122 B Dr North,
66,239.0,Mt. Vernon,Mount Vernon,IL,62864,111 Davidson Ave,
63,239.0,Midland,Midland,TX,79707,3315 North Loop 250 W.,
88,239.0,Adrian,Adrian,MI,49221,1369 Division St,
113,239.0,Midlothian,Richmond,VA,23235,1512 West Koger Center Dr,
116,239.0,Muncie,Muncie,IN,47304,4401 West Clara Ln,
117,239.0,Dubuque,Dubuque,IA,52003,4100 Dodge St,
177,239.0,Statesboro,Statesboro,GA,30461,24065 Hwy 80 East,
175,239.0,Johnstown,Johnstown,PA,15904,630 Solomon Run Rd,
174,239.0,Texarkana,Texarkana,TX,75501,501 Walton Dr,
172,239.0,Spokane Valley,Spokane,WA,99212,E. 5204 Sprague Ave,
168,239.0,Hamilton,Hamilton,OH,45013,1495 Main St,
167,239.0,Peoria,Peoria,IL,61615,5001 North Big Hollow Rd,
165,239.0,Butler,Butler,PA,16001,500 Moraine Point Plaza,
159,239.0,San Marcos,San Marcos,TX,78666,2211 South Interstate 35,
152,239.0,Wenatchee,Wenatchee,WA,98801,1200 Walla Walla Ave,
149,239.0,Everett,Everett,WA,98201,2505 Pacific Ave,
146,239.0,Jackson,Jackson,MI,49202,1535 Boardman Rd,
145,239.0,N.W. Indianapolis,Indianapolis,IN,46268,8440 Michigan Rd,
140,239.0,Issaquah,Issaquah,WA,98027,1625 11th Ave N.W.,
139,239.0,Hermitage,Hermitage,PA,16148,3000 Glimcher Blvd,
138,239.0,Abilene,Abilene,TX,79606,4134 Ridgemont Dr,
137,239.0,Lake Jackson,Lake Jackson,TX,77566,200 Highway 332 East,
129,239.0,Waco,Waco,TX,76710,201 North New Rd,
126,239.0,E. Fort Wayne,Fort Wayne,IN,46805,1929 North Coliseum Blvd,
127,239.0,Sherman,Sherman,TX,75090,2801 U.S. Highway 75 North,
124,239.0,Muskogee,Muskogee,OK,74403,2901 Old Shawnee,
120,239.0,Belle Vernon,Belle Vernon,PA,15012,203 Sarah Way,
119,239.0,Waipahu,Waipahu,HI,96797,94-805 Lumiaina St,
118,239.0,Kankakee,Bradley,IL,60915,860 Kinzie Ave,
61,239.0,Smokey Point,Arlington,WA,98223,3300 169th Pl NE,
59,239.0,De Kalb,Dekalb,IL,60115,2050 Sycamore Rd,
56,239.0,Norwalk,Norwalk,CA,90650,14873 Carmenita Rd,
57,239.0,Burlington,Burlington,IA,52601,3435 Agency,
3274,239.0,Fairfax,Fairfax,VA,22030,4080 Jermantown Rd,
3256,239.0,Washington,Washington,DC,20018,2438 Market Street NE,
3248,239.0,Norwalk,Norwalk,CT,6850,100 Connecticut Ave,
3240,239.0,Yakima,Yakima,WA,98903,2235 Longfibre Ave,
3216,239.0,Kill Devil Hills,Kill Devil Hills,NC,27948,1500 North Croatan Highway,
3214,239.0,Poway,Poway,CA,92064,13750 Poway Road,
3206,239.0,Silverthorne,Silverthorne,CO,80498,201 Buffalo Mountain Dr,
3202,239.0,Hobbs,Hobbs,NM,88240,1510 West Joe Harvey Blvd,
3169,239.0,Havertown,Havertown,PA,19083,116 West Township Line Rd.,
3168,239.0,Bear,Bear,DE,19701,1030 E Songsmith Dr,
3167,239.0,Carlsbad,Carlsbad,NM,88220,2519 West Pierce St,
3166,239.0,Destin,Destin,FL,32541,4405 Legendary Dr,
3164,239.0,Fairfield,Fairfield,CA,94533,3400 North Texas St,
3159,239.0,Commack,Commack,NY,11725,100 Long Island Expressway ,
3151,239.0,Covina,Covina,CA,91722,1348 North Azusa Ave,
3095,239.0,San Francisco,San Francisco,CA,94124,491 Bayshore Blvd,
3088,239.0,Moberly,Moberly,MO,65270,1800 East Outer Rd,
3071,239.0,Clemson,Central,SC,29630,608 Issaqueena Trail,
3057,239.0,Albany,Albany,OR,97322,1300 9th Ave Se,
3051,239.0,Mccandless Township,Pittsburgh,PA,15237,9051 St. Simon Way,
3050,239.0,S. Anderson,Anderson,SC,29626,408 Highway 28 By-pass,
2809,239.0,Bedford,Bedford,VA,24523,1820 East Lynchburg Salem Tpke,
3045,239.0,North Spokane Lowes,Spokane,WA,99208,6606 N Division St,
3278,239.0,Gainesville,Gainesville,FL,32608,3101 Clark Butler Blvd,
3040,239.0,N. Lancaster County,Indian Land,SC,29707,181 Fort Mill Highway,
3284,239.0,Wicker Park,Chicago,IL,60622,1360 North Ashland Ave,
3608,239.0,Sanford,Sanford,NC,27332,3015 S. Horner Blvd,
53,239.0,W. Fort Wayne,Fort Wayne,IN,46804,4430 Illinois Rd,
52,239.0,Danville,Danville,IL,61832,3636 North Vermillion,
46,239.0,Benton Harbor,Benton Harbor,MI,49022,1300 Mall Dr,
44,239.0,Steubenville,Steubenville,OH,43952,4115 Mall Dr,
42,239.0,Dayton-trotwood,Trotwood,OH,45426,5252 Salem Ave,
37,239.0,W. Columbus,Hilliard,OH,43026,3600 Park Mill Run Dr,
35,239.0,Mount Vernon,Mount Vernon,WA,98273,1717 Freeway Dr,
33,239.0,Newnan,Newnan,GA,30265,955 Bullsboro Dr,
31,239.0,Hendersonville,Hendersonville,NC,28792,1415 7th Avenue, East
28,239.0,Texas City,Texas City,TX,77590,3620 Emmett F. Lowry Expway,
26,239.0,Tacoma,Tacoma,WA,98466,2701 South Orchard St,
22,239.0,Lebanon,Lebanon,PA,17042,1755 Quentin Rd,
19,239.0,Fremont,Fremont,OH,43420,1952 North State, Route 53
18,239.0,Coeur D'alene,Coeur D Alene,ID,83814,901 Appleway Ave,
16,239.0,Madisonville,Madisonville,KY,42431,550 Island Ford Rd,
15,239.0,Layton,Layton,UT,84041,1055 W. Antelope Dr,
12,239.0,Lafayette,Lafayette,IN,47905,100 North Creasy Ln,
10,239.0,Tukwila,Tukwila,WA,98188,101 Andover Park East,
9,239.0,Bellefontaine,Bellefontaine,OH,43311,2168 U.S. 68 South,
8,239.0,Columbia,Columbia,MO,65201,201 Conley Rd North,
5,239.0,Shawnee,Shawnee,OK,74804,4817 North Kickapoo St,
4,239.0,Rainier,Seattle,WA,98144,2700 Rainier Ave South,
3,239.0,S.E. Columbus,Columbus,OH,43232,2888 Brice Rd,
3456,239.0,Bristol,Bristol,VA,24201,401 Cabela Drive,
2808,239.0,E. Gilbert,Gilbert,AZ,85297,4730 S. Higley Rd,
2798,239.0,Eagle Pass,Eagle Pass,TX,78852,574 South Bibb Ave,
2803,239.0,Hartsville,Hartsville,SC,29550,819 South Fourth St,
2604,239.0,Concord,Concord,CA,94520,1935 Arnold Industrial Way,
2603,239.0,Xenia,Xenia,OH,45385,126 Hospitality Dr,
2602,239.0,Waynesboro,Waynesboro,VA,22980,801 Lew Dewitt Blvd,
2601,239.0,Waxahachie,Waxahachie,TX,75165,1420 N. Highway 77,
2600,239.0,Warrensburg,Warrensburg,MO,64093,912 North College Ave,
2598,239.0,Van Buren,Van Buren,AR,72956,2120 Fayetteville Rd,
2597,239.0,Twin Falls,Twin Falls,ID,83301,1350 Blue Lakes Blvd North,
2596,239.0,Thibodaux,Thibodaux,LA,70301,614 North Canal,
2595,239.0,Spartanburg,Spartanburg,SC,29301,120 East Blackstock Rd,
2594,239.0,Severn,Severn,MD,21144,415 George Clauss Blvd,
2605,239.0,Tustin,Tustin,CA,92782,2500 Park Ave,
2593,239.0,South Bend,South Bend,IN,46614,250 West Ireland Rd,
2591,239.0,S. Bristol,Bristol,TN,37620,1340 Volunteer Pkwy,
2589,239.0,S. Bel Air,Abingdon,MD,21009,414 Constant Friendship Blvd,
2588,239.0,Roeland Park,Roeland Park,KS,66205,4960 Roe Blvd,
2587,239.0,Pocatello,Pocatello,ID,83202,650 Bullock St,
2586,239.0,Plover,Plover,WI,54467,230 Crossroads Dr,
2585,239.0,Petoskey,Petoskey,MI,49770,2140 Anderson Rd,
2584,239.0,Palmyra,Palmyra,PA,17078,70 North Londonderry Sq,
2583,239.0,Palm Desert,Palm Desert,CA,92211,35900 Monterey Ave,
2582,239.0,Ocotillo,Chandler,AZ,85248,4300 South Arizona Ave,
2581,239.0,Nicholasville,Nicholasville,KY,40356,1421 Keene Rd,
2592,239.0,Shelbyville,Shelbyville,KY,40065,544 Taylorsville Rd,
2580,239.0,New Lenox,New Lenox,IL,60451,2480 East Lincoln Highway,
2606,239.0,Sandy,Sandy,UT,84094,9291 South Quarry Bend Dr,
2608,239.0,Bozeman,Bozeman,MT,59718,1731 Tschache Ln,
2636,239.0,E. Lincoln County,Denver,NC,28037,7144 Highway 73,
2634,239.0,Weaverville,Weaverville,NC,28787,24 Northridge Commons Pkwy,
2630,239.0,Gloucester Township,Sicklerville,NJ,8081,485 Cross Keys Rd,
2629,239.0,N. Windham,Windham,ME,4062,64 Manchester Dr,
2628,239.0,Shakopee,Shakopee,MN,55379,4270 Dean Lakes Blvd,
2627,239.0,Maple Grove,Maple Grove,MN,55369,11201 Fountains Dr North,
2626,239.0,Raymore,Raymore,MO,64083,225 North Dean Ave,
2625,239.0,Wheeling,Wheeling,WV,26003,2801 Chapline St,
2624,239.0,Tappahannock,Tappahannock,VA,22560,2000 Tappahannock Blvd,
2623,239.0,Spotsylvania County,Fredericksburg,VA,22407,10101 Southpoint Pkwy,
2607,239.0,Fountain,Fountain,CO,80817,7710 Fountain Mesa Rd,
2622,239.0,Ridgeland,Ridgeland,MS,39157,910 East County Line,
2620,239.0,Madison,Madison,MS,39110,128 Grandview Blvd,
2619,239.0,Keizer,Keizer,OR,97303,6225 Ulali Dr NE,
2618,239.0,Gallatin,Gallatin,TN,37066,1301 Nashville Pike,
2617,239.0,Concord,Concord,NH,3301,90 Fort Eddy Rd,
2614,239.0,Warren,Warren,PA,16365,2625 Market St,
2613,239.0,Clearfield,Clearfield,PA,16830,100 Lowes Blvd,
2612,239.0,Hicksville,Hicksville,NY,11801,920 South Broadway,
2611,239.0,Papillion,Papillion,NE,68133,8707 South 71st Plaza,
2610,239.0,Tilton,Tilton,NH,3276,48 Lowes Dr,
2609,239.0,Newport,Newport,TN,37821,120 Epley Rd,
2621,239.0,Moultrie,Moultrie,GA,31788,602 Veteran's Pkwy North,
2579,239.0,Portland-delta Park,Portland,OR,97217,1160 N. Hayden Meadows Dr,
2578,239.0,N. Colorado Springs,Colorado Springs,CO,80920,4252 Royal Pine Dr,
2577,239.0,Mt. Dora,Mt. Dora,FL,32757,18795 U.S. Highway 441,
2547,239.0,E. Palmdale,Palmdale,CA,93552,37080 47th St East,
2546,239.0,E. Fort Worth,Ft. Worth,TX,76120,1111 Eastchase Pkwy,
2545,239.0,Delavan,Delavan,WI,53115,2015 East Geneva St,
2544,239.0,Danbury,Danbury,CT,6810,67 Eagle Rd,
2543,239.0,Collierville,Collierville,TN,38017,425 New Byhalia Rd,
2542,239.0,Clarksville,Clarksville,IN,47129,1350 Veterans Pkwy,
2541,239.0,Cicero,Cicero,NY,13039,5701 East Circle Dr,
2540,239.0,C. Oklahoma City,Oklahoma City,OK,73112,3801 North May Ave,
2539,239.0,C. Albuquerque,Albuquerque,NM,87104,2001 12th St NW,
2538,239.0,Camillus,Camillus,NY,13031,5377 West Genesee St,
2548,239.0,E. Spartanburg,Spartanburg,SC,29307,2079 East Main St,
2537,239.0,Camden,Camden,DE,19934,516 Walmart Dr,
2535,239.0,Bolingbrook,Bolingbrook,IL,60490,245 South Weber Rd,
2534,239.0,Blytheville,Blytheville,AR,72315,3790 East Main St,
2532,239.0,Big Rapids,Big Rapids,MI,49307,21555 Perry Ave,
2531,239.0,Bartow,Bartow,FL,33830,425 East Van Fleet Dr,
2530,239.0,Bardstown,Bardstown,KY,40004,3790 East John Rowan Blvd,
2529,239.0,Arlington Heights,Arlington Heights,IL,60005,990 West Algonquin Rd,
2528,239.0,Apple Valley,Apple Valley,CA,92308,12189 Apple Valley Rd,
2527,239.0,Apache Junction,Mesa,AZ,85209,1229 S. Ellsworth Rd,
2526,239.0,Amherst,Amherst,NH,3031,124 Route 101A, Unit 15
2525,239.0,Alabaster,Alabaster,AL,35007,235 Colonial Promenade Pkwy,
2536,239.0,Brunswick,Brunswick,ME,4011,250 Bath Rd,
2550,239.0,El Centro,El Centro,CA,92243,2053 North Imperial Ave,
2551,239.0,Epping,Epping,NH,3042,36 Fresh River Rd,
2552,239.0,Flemington - Raritan,Flemington,NJ,8822,150 Route 31,
2576,239.0,Monett,Monett,MO,65708,925 East U.S. Highway 60,
2575,239.0,Mocksville,Mocksville,NC,27028,1427 Yadkinville Rd,
2574,239.0,Midwest City,Midwest City,OK,73110,7151 SE 29th St,
2573,239.0,Meridian,Meridian,ID,83646,3400 North Eagle Rd,
2572,239.0,Mechanicsville,Mechanicsville,VA,23111,6425 Mechanicsville Turnpike,
2571,239.0,Mcalester,Mcalester,OK,74501,530 South George Nigh Expy,
2570,239.0,Lyon Township,New Hudson,MI,48165,30547 Lyon Center Dr East,
2568,239.0,Loveland,Loveland,CO,80537,1355 Sculptor Dr,
2567,239.0,Little Elm,Little Elm,TX,75068,2773 East Eldorado Pkwy,
2566,239.0,Lehighton,Lehighton,PA,18235,1204 Blakeslee Blvd Dr East,
2565,239.0,Lebanon,Lebanon,MO,65536,190 East Highway 32,
2564,239.0,Laurinburg,Laurinburg,NC,28352,910 U.S. 15-401 By-pass,
2563,239.0,Laurel,Laurel,MS,39440,1490 Highway 15 North,
2562,239.0,Lake Havasu,Lake Havasu City,AZ,86404,4000 Highway 95N,
2561,239.0,Kent-midway,Kent,WA,98032,24050 Pacific Highway South,
2560,239.0,Kenosha,Kenosha,WI,53142,6500 Green Bay Rd,
2559,239.0,Henderson,Henderson,TX,75654,1603 U.S. Highway 79 South,
2558,239.0,Henderson,Henderson,KY,42420,2190 U.S. Highway 60 East,
2557,239.0,Happy Valley,Phoenix,AZ,85085,2501 W. Happy Valley Rd, Bldg 40
2556,239.0,Santa Fe,Santa Fe,NM,87507,3458 Zafarano Rd,
2555,239.0,Front Royal,Front Royal,VA,22630,80 Riverton Commons Dr,
2554,239.0,Franklin,Franklin,WI,53132,7027 South 27th St,
2553,239.0,Flowood,Flowood,MS,39232,120 Ridge Way,
2637,239.0,Woodstock,Woodstock,VA,22664,1220 Henry Ford Dr,
2638,239.0,Waxhaw,Waxhaw,NC,28173,2508 Cuthbertson Rd,
2639,239.0,Oldsmar,Tampa,FL,33635,13841 W. Hillsborough Ave,
2643,239.0,Brunswick,Brunswick,GA,31525,300 Glynn Isles,
2765,239.0,Woodhaven,Woodhaven,MI,48183,21000 West Rd,
2763,239.0,Whitehall Township,Whitehall,PA,18052,2650 Macarthur Rd,
2761,239.0,Wentzville,Wentzville,MO,63385,1889 Wentzville Pkwy,
2759,239.0,Waterloo,Geneva,NY,14456,3030 Sessler Dr,
2756,239.0,W. Tulsa,Tulsa,OK,74132,7225 South Olympia West,
2755,239.0,West Sacramento,West Sacramento,CA,95691,2250 Lake Washington Blvd,
2753,239.0,S.W. Marion County,Ocala,FL,34476,7575 SW 90th St,
2752,239.0,West Bridgewater,West Bridgewater,MA,2379,724 West Center St,
2751,239.0,Vernon Hills,Vernon Hills,IL,60061,1660 N. Milwaukee Ave,
2750,239.0,Troutman,Troutman,NC,28166,1041 Charlotte Highway,
2766,239.0,Zionsville,Zionsville,IN,46077,6711 E. State Rd 334,
2746,239.0,Silverdale,Silverdale,WA,98383,2221 NW Myhre Rd,
2739,239.0,S. Lincoln,Lincoln,NE,68516,6101 Apples Way,
2738,239.0,S. Lacey,Lacey,WA,98503,5610 Corporate Center Ln SE,
2737,239.0,S. Jacksonville,Jacksonville,NC,28540,425 Yopp Rd,
2736,239.0,Rochester,Rochester,MN,55904,4550 Maine Ave SE,
2734,239.0,Puyallup,Puyallup,WA,98374,3511 5th St SE,
2732,239.0,Philadelphia - Aramingo Aven,Philadelphia,PA,19137,3800 Aramingo Ave,
2731,239.0,Patchogue,East Patchogue,NY,11772,825 Montauk Highway,
2730,239.0,Paso Robles,Paso Robles,CA,93446,2445 Golden Hill Rd,
2729,239.0,Oak Grove Village,Sullivan,MO,63080,760 Eagles Court,
2728,239.0,Northbrook,Northbrook,IL,60062,1000 Willow Rd,
2742,239.0,S. Pueblo,Pueblo,CO,81005,2900 West Pueblo Blvd,
2767,239.0,Kansas City - Gladstone,Kansas City,MO,64118,4811 N. Oak Trafficway,
2768,239.0,Mt. Sterling,Mt Sterling,KY,40353,550 Indian Mound Dr,
2769,239.0,St. Robert,Saint Robert,MO,65584,120 Carson Blvd,
2801,239.0,N.W. Amarillo,Amarillo,TX,79124,6401 Lowes Ln,
2800,239.0,Oakland,Oakland,MD,21550,7000 Lowes Dr,
178,239.0,Orem,Orem,UT,84058,140 West University Pkwy,
2795,239.0,Millsboro,Millsboro,DE,19966,26688 Centerview Dr,
2793,239.0,E. Spokane Valley,Spokane Valley,WA,99037,16205 East Broadway Ave,
2792,239.0,S. Meridian,Meridian,ID,83642,305 West Overland Rd,
2790,239.0,E. San Jose,San Jose,CA,95131,775 Ridder Park Dr,
2789,239.0,S.E. San Antonio,San Antonio,TX,78223,3302 Goliad Rd,
2788,239.0,Ensley,Pensacola,FL,32534,777 West Nine Mile Rd,
2786,239.0,S. San Antonio,San Antonio,TX,78224,7843 IH 35 S,
2785,239.0,Abington,Abington,MA,2351,400 Bedford St,
2783,239.0,S. Chino Hills,Chino Hills,CA,91709,4777 Chino Hills Pkwy,
2781,239.0,Monroe,Monroe,WA,98272,19393 Tjerne Pl SE,
2780,239.0,E. Aurora,Aurora,CO,80016,24505 E. Wheatlands Pkwy,
2779,239.0,Richardson,Richardson,TX,75081,501 South Plano Rd,
2778,239.0,S. Durham,Durham,NC,27713,4402 Fayetteville Rd,
2777,239.0,Tarpon Springs,Tarpon Springs,FL,34689,41800 US Hwy 19 N,
2776,239.0,Franklin,Franklin,KY,42134,1555 Nashville Rd,
2774,239.0,Leander,Leander,TX,78641,1495 Highway 183,
2773,239.0,West Kingsport,Kingsport,TN,37660,2324 West Stone Dr,
2772,239.0,Pooler,Pooler,GA,31322,1565 Pooler Pkwy,
